job_title,job_id,contract_type,contract_tag,salary,company_name,location,publication_date,job_url,resume_de_loffre,qualifications,missions,profil_recherche,salary_numeric
Consultant Senior - Lead Data Analyst H/F,62535777,CDI,,54 000 - 70 000 € / an,Matches,Paris - 75,il y a 8 jours,https://www.hellowork.com/fr-fr/emplois/62535777.html,Résumé de l'offre,"['54\u202f000 - 70\u202f000 € / an', 'Bac +5', 'Secteur informatique • ESN', 'Paris - 75', 'CDI']",,,
Alternance Data Analyst H/F,62269606,Alternance,⏱️ 1 an,1 200 - 2 000 € / mois,Galeries Lafayette,Paris - 75,il y a 14 jours,https://www.hellowork.com/fr-fr/emplois/62269606.html,Résumé de l'offre,"['1\u202f200 - 2\u202f000 € / mois', '', '1 an', 'Bac +3, Bac +4', 'Bac +5', 'Distribution • Commerce de gros', 'Exp. - 1 an', 'Exp. 1 à 7 ans', 'Exp. + 7 ans', 'Paris - 75', 'Alternance']","Vous souhaitez expérimenter votre alternance en tant que Data Analyst autrement ?
Venez le vivre au sein des Galeries Lafayette !
Vous intégrez la Direction des Systèmes d'Information et plus particulièrement l'équipe Business Intelligence.
Sur le devant de la scène, votre rôle sera :
- D'accompagner le PO en cadrage pour écoute, pour comprendre la définition des besoins fonctionnels et proposition de solution technique
- De réaliser avec l'aide d'un senior des maquettes powerBI pour répondre au besoin du métier spécifié par le PO
- De contribuer à l'industrialisation prenant en compte les problématiques de performance et de coûts (finops)
- De proposer des initiatives analytiques permettant d'améliorer le pilotage des activités
- De présenter la solution et accompagner les métier dans l'appropriation, le déploiement et le run
Le tout avec passion !","Nous aimerions vous rencontrer si :
Vous êtes actuellement étudiant(e) de niveau Bac +4/5 en Ecole de commerce, d'ingénieur ou équivalent.
Vous apprenez avec agilité :
Vous n'avez pas peur d'accepter de nouveaux défis que vous savez relever avec agilité.
Vous maîtrisez la technologie
Vous anticipez aisément les innovations et adoptez avec enthousiasme les nouvelles technologies permettant à tous de rester performants et à la pointe !
L'alternance est à pourvoir pour Septembre 2025.
Envie de vous projeter sur le long terme ? De nombreuses opportunités de carrières vous attendent au sein du Groupe Galeries Lafayette, aussi bien en magasin, en entrepôt, sur notre siège, qu'au sein des autres enseignes qui composent notre Groupe (La Redoute, Louis Pion, Citynove, Mauboussin...)
Si vous souhaitez relever ce challenge à nos côtés, vous serez contacté(e) par nos dénicheurs de talents, avant de rencontrer Bertrand, Responsable Domaine BI.
ET POUR FINIR DE VOUS CONVAINCRE
- Une rémunération fixe transparente et en cohérence avec votre niveau d'études et votre âge
- Une remise sur vos achats
- Une prise en charge avantageuse de vos frais de transports à hauteur de 80%
- Deux jours de télétravail par semaine
- Un accompagnement personnalisé à l'occasion de votre intégration
NOTRE ENGAGEMENT
Grand magasin de tous, nous sommes fiers de la diversité de l'ensemble de nos talents notamment représentée par 98 nationalités travaillant au sein du Groupe.
Animés par ces valeurs en tant que groupe familial, nos engagements s'incarnent à travers des projets inspirants et des actions de sensibilisation à destination de tous nos collaborateurs mais également à travers une communauté Diversité et Inclusion, mobilisée au quotidien sur les enjeux d'inclusivité.
Rejoindre le Groupe Galeries Lafayette, c'est intégrer un groupe handi'bienveillant dans lequel tous les collaborateurs et toutes les générations évoluent dans un environnement inclusif et bienveillant, engagé en faveur de l'égalité femme/homme, notamment en luttant contre le sexisme ordinaire, au travers de la signature de la charte StOpE en 2019.",
Data Analyst H/F,64673164,Alternance,,,MBA ESG,Paris - 75,il y a 18 jours,https://www.hellowork.com/fr-fr/emplois/64673164.html,Résumé de l'offre,"['Bac +5', 'Média • Internet • Communication', 'Exp. - 1 an', 'Paris - 75', 'Alternance']","MBA ESG, acteur majeur depuis plus de 35 ans dans la formation spécialisée, recherche pour son entreprise partenaire un.e Data Analyst en contrat d'alternance.
Vous aspirez à devenir un expert en exploitation de données tout en bénéficiant d'une formation de haut niveau ? MBA ESG, acteur majeur depuis plus de 35 ans dans la formation spécialisée, recrute pour son entreprise partenaire un(e) Apprenti(e) Data Analyst en alternance.
Ce poste vous permettra de développer vos compétences en analyse de données tout en obtenant un diplôme de niveau 7 (RNCP36372), reconnu dans le domaine du Big Data et de la gestion de projets numériques.
Localisation du poste : Paris
Localisation de l'école : Paris
Secteur d'activité : Data
MISSIONS
Intégré(e) à l'équipe Data, vous serez amené(e) à :
Analyse et exploitation de données :
* Collecter, manipuler et exploiter des données pour répondre aux besoins des clients.
* Produire des analyses détaillées de la performance des produits et services.
Développement d'indicateurs et reporting :
* Traduire les besoins en indicateurs en requêtes automatisées.
* Développer et maintenir des tableaux de bord et une bibliothèque d'indicateurs de performance.
Gestion des projets DataWarehouse :
* Contribuer à la constitution d'une base unique de données centralisée.
* Standardiser les formats de données provenant de sources multiples (Teamworks, Salesforce, MongoDB).
Qualité et documentation des données :
* Assurer la fiabilité des requêtes et des données (nettoyage, création de tables, jointures).
* Participer à la rédaction de manuels d'utilisation, glossaires et processus internes.
Profil recherché
Nous recherchons un(e) candidat(e) rigoureux(se) et motivé(e) avec le profil suivant :
Formation :
* Bac +4 minimum : école d'ingénieurs, commerce, gestion, ou formation généraliste avec spécialisation en intelligence artificielle/Big Data.
Compétences :
* Maîtrise des outils d'analyse de données et de reporting.
* Capacité à comprendre les logiques de données et les processus analytiques complexes.
Qualités personnelles :
* Esprit analytique, rigueur et autonomie.
* Excellent relationnel et sens du travail en équipe.
Comment candidater ?
Si vous vous reconnaissez dans ce profil, n'hésitez pas à postuler dès maintenant ! Nous serons ravis de recevoir votre candidature. L'étape suivante sera l'entretien d'admission à MBA ESGpour notre MBA Spécialisé Big data et intelligence artificielle, essentiel pour intégrer l'école en alternance avec notre entreprise partenaire.",,
Data Analyst H/F,55371086,CDI,🏡 Télétravail occasionnel,,eXalt,Paris - 75,il y a 3 jours,https://www.hellowork.com/fr-fr/emplois/55371086.html,Résumé de l'offre,"['', 'Télétravail occasionnel', 'Bac +5', 'Secteur informatique • ESN', 'Exp. + 7 ans', 'Paris - 75', 'CDI']","Vos principales missions seront de :
-  Comprendre les problématiques métiers et les traduire de manières analytiques
-  Extraire les données nécessaires à l'analyse.
-  Définir et réaliser le nettoyage de la base de données.
-  S'assurer la qualité des données tout au long de leur traitement
-  Analyser et exploiter les données
-  Créer des dashboards via des outils de visualisations
-  Effectuer une veille sur les nouvelles technologies et solutions logicielles d'analyse des données.","-  Vous êtes diplômé(e) d'un Bac +5
-  Vous bénéficiez d'une expérience d'au moins 4 ans en tant que Data Analyst
-  Vous avez une expertise en base de données et gestion de base de données (SQL/ NoSQL)
-  Vous maitrisez des outils de data visualisation (Tableau, Qlikview, PowerBI) et/ou des outils de fouille et analyse de données (Dataiku)
-  Vous avez une aisance rédactionnelle & relationnelle
-  Vous avez une passion pour les chiffres et le goût pour l'innovation
-  Vous êtes reconnu(e) pour votre rigueur, votre organisation et votre adaptabilité.
-  L'anglais professionnel est requis",
Alternant - Data Analyst H/F,64662607,Alternance,,"486,49 - 1 801,80 € / mois",BRED Banque Populaire,Paris - 75,il y a 18 jours,https://www.hellowork.com/fr-fr/emplois/64662607.html,Résumé de l'offre,"['486,49 - 1\u202f801,80 € / mois', 'Bac +5', 'Banque • Assurance • Finance', 'Paris - 75', 'Alternance']","Que vous soyez expert ou manager, vous intégrez une banque à taille humaine qui encourage la responsabilisation et la prise d'initiative et qui accorde une place importante au développement et à l'accompagnement de ses collaborateurs.
Poste et missions
Au sein de la Direction Informatique, vous êtes directement rattaché(e) au service Socle Banque
À ce titre, vous prenez en charge un poste de Data Analyst en alternance et votre mission principale est :
Participer au développement de scénarios d'alertes lutte anti-blanchiment et financement de terrorisme
- Développement sous Dataiku de notre nouveau moteur de surveillance des opérations
- Participation aux tests de qualité et études d'impact
Profil et compétences requises
Vous êtes le/la candidat(e) idéal(e) si :
- Vous préparez un Master ou une école d'ingénieur dans une filière scientifique et informatique avec orientation Data.
- Vous disposez d'une première expérience en stage ou en alternance en lien avec le poste ?
- Vous maitrisez les outils du Pack Office Microsoft (Excel, PowerPoint, Word) ?
- Vous avez de bonnes capacités rédactionnelles, un bon esprit d'analyse ?
- Vous faites preuve de curiosité, d'engagement et d'autonomie ?
Pourquoi rejoindre la BRED :
- Rejoignez une entreprise durablement engagée en faveur de l'insertion professionnelle : trouvez votre voie grâce à une mission concrète et adaptée à votre formation !
- Intégrez une banque humaine qui valorise la création de relations durables et de qualité : un accompagnement sur-mesure pour développer vos compétences !
- Montez à bord d'une banque conquérante qui considère l'alternance comme un véritable tremplin vers l'emploi durable : chaque année, de nombreux jeunes poursuivent l'aventure BRED en CDI / CDD après leur alternance !
- Bénéficiez d'un accompagnement personnalisé de votre tuteur(trices) et de votre campus manager tout au long de votre parcours en alternance.
Un package social attractif :
- Rémunération fixe supérieure au barème légal
- Accord d'Intéressement / Participation attractif, basé sur la volonté de partage des résultats avec nos salariés
- Autres avantages : Congés, RTT, Compte Epargne Temps, PEE/PERCO, mutuelle, prévoyance, retraite supplémentaire, surcomplémentaire santé, primes de crèche et de scolarité, CSE (subventions activités culture, voyages et loisirs...)
Chacun à sa place à la place à la BRED Banque Populaire, nos postes sont ouverts à toute personne en situation de handicap.",,205.0
Consultant Data Analyst H/F,65262283,CDI,🏡 Télétravail occasionnel,,Consort Group,Paris - 75,il y a 4 jours,https://www.hellowork.com/fr-fr/emplois/65262283.html,Résumé de l'offre,"['', 'Télétravail occasionnel', 'Bac +5', 'Services aux Entreprises', 'Exp. - 1 an', 'Paris - 75', 'CDI']","Mission
Vous avez une forte appétence au Marketing et le monde de la Data vous passionne ?
Rejoignez Consortia en qualité de consultant(e) Data Analyst / Gestionnaire de campagnes marketing.
* Votre mission principale consiste à participer à l'application de la stratégie marketing multicanal de votre client : du recueil des besoins aux déploiements des ciblages en passant par la coordination des besoins et la gestion des échéances ou au suivi de la délivrabilité
* Vous participez à la mission de communiquer au bon client au bon moment à travers le meilleur canal, avec pour objectif l'augmentation des conversations (achats, trafic, branding...) et/ou la limitation de l'attrition
* Vous analysez la performance des campagnes à travers nombres d'indicateurs permettant d'optimiser les ciblages des campagnes futures
* Vous recommandez des axes d'améliorations en vous appuyant sur la pertinence de vos analyses et votre force de proposition","Profil
Diplômé(e) en data ou en statistiques, vous avez un intérêt prononcé pour le marketing, la connaissance client, l'exploitation des data dans la variété de leurs approches et des outils ou langages.
Fort d'une solide expérience (3 ans minimum) envie de vous épanouir en Data Analyse / gestionnaire de campagnes marketing, vous avez développé une expertise fonctionnelle et une maîtrise technique sur des outils comme Adobe Campaign, Unica, Salesforce, SAS, R, SPSS...
Vous faites preuve de dynamisme, êtes adepte du travail en équipe, accordez une grande importance à la qualité, la fiabilité de vos livrables et aux respects des échéances. En outre, vous avez un sens du service client développé, une appétence pour le marketing, une capacité à communiquer, vulgariser et présenter votre travail.",
Growth Data Analyst - Intern M - F - N H/F,62401451,Stage,🏡 Télétravail occasionnel,,HelloFresh,Paris - 75,il y a 12 jours,https://www.hellowork.com/fr-fr/emplois/62401451.html,Résumé de l'offre,"['', 'Télétravail occasionnel', '', '6 mois', 'Bac +5', 'Distribution • Commerce de gros', 'Exp. - 1 an', 'Paris - 75', 'Stage']","Rejoins une superstar de la foodtech en France
Chez HelloFresh, nous bousculons les habitudes alimentaires des français grâce à nos Box à cuisiner !
Notre ambition ? Révolutionner le quotidien de nos abonnés, en promouvant une façon plus durable de cuisiner et en leur faisant découvrir de délicieuses recettes, créatives et équilibrées. L'alliance parfaite entre technologie et gastronomie, pour un maximum de gourmandise.
HelloFresh est présent dans plus de 17 pays. La France, un jeune marché lancé en 2019, connaît une ascension fulgurante : nous y sommes déjà leaders depuis 2021. Le moment parfait pour rejoindre notre équipe et avoir un impact fort dans l'une des scales up françaises les plus prometteuses !
Comment rendre tout cela possible ? Grâce à une équipe talentueuse et dynamique, des valeurs fortes de bienveillance et de diversité, et un environnement de travail stimulant.
Si tu souhaites prendre part à cette incroyable aventure humaine, internationale et entrepreneuriale, rejoins-nous !
Le poste
Nous sommes à la recherche d'un stagiaire Data Analyst ! Intégré à l'équipe Analytics & Performance et en lien quotidien avec l'équipe Growth Marketing, tu seras au coeur du développement stratégique et de la croissance de HelloFresh.
Par tes analyses et tes recommandations, tu auras un impact business quotidien sur de très nombreuses problématiques : optimisation de notre stratégie de prix et de discount, amélioration de la performance de nos canaux marketings et de notre site internet, évaluation de l'efficacité de notre stratégie de fidélisation client...
Nous cherchons une personne capable de jongler au quotidien entre création de modèles, dashboarding, analyse de performance et optimisation de process.
Si tu veux être au coeur de la croissance d'une scale-up, alors ce poste est fait pour toi !
Ce que tu feras
- Réaliser des analyses business pour résoudre une problématique métier sur des sujets variés : acquisition et rétention de nos clients, optimisation de notre site, amélioration de notre stratégie de discount et de notre rentabilité...
- Traduire ces analyses en recommandations et initiatives que tu présenteras aux différents team leads
- Participer à l'élaboration, la planification et l'analyse des nos A/B tests
- Identifier les KPIs clés de notre business et construire des dashboards pour les suivre au quotidien
Ce qu'on recherche chez un(e) candidat(e) :
- Tu es un fast learner et un high performer - tu as de nombreux défis relevés à ton actif
- Tu étudies / es issu.e d'une top école d'ingénieur ou de commerce
- Tu es en stage de fin d'étude / as plusieurs expériences en entreprise
- Tu as une excellente maîtrise d'Excel / Google Sheet / SQL et un fort attrait pour l'analyse de données - Tableau est un plus
- Tu apprends dans le feu de l'action, tu es dynamique, autonome et capable de gérer plusieurs projets
- Tu es organisé.e, rigoureux.se et portes une grande attention aux détails
- Tu parles couramment français et maîtrises l'anglais à l'oral comme à l'écrit
Ce que nous t'offrons ?
- Un environnement dynamique et international, avec une culture d'entreprise et un ADN forts
- De délicieuses réductions sur nos Box HelloFresh
- Des challenges, des responsabilités et de l'autonomie : une courbe d'apprentissage rapide garantie !
- Des moments conviviaux au sein d'une équipe française bienveillante et passionnée,
- Des bureaux au coeur de Paris, dans le 1er arrondissement
- De nombreux avantages : Tickets restau Swile, GymLib, réduction sur le transport, etc.
Voilà le déroulé du processus de recrutement :
Nous examinons ton CV et ta lettre de motivation. Si c'est un match, nous t'invitons à réaliser une étude de cas et à rencontrer tes responsables hiérarchiques lors d'une série d'entretiens.
Ton arrivée chez HelloFresh :
A ton arrivée, les deux premières journées sont consacrées aux sessions d'onboarding : des RDV privilégiés avec chacun des managers afin de bien s'imprégner du fonctionnement de HelloFresh et des différents liens entre toutes les teams. Tu auras aussi du temps pour faire plus ample connaissance avec ton équipe avant de plonger dans le vif de tes missions !",,
Data Engineer - Data Analyst - Alternance H/F,62841770,Alternance,🏡 Télétravail occasionnel,1 000 - 2 000 € / mois,Digital School of Paris,Paris - 75,il y a 9 heures,https://www.hellowork.com/fr-fr/emplois/62841770.html,Résumé de l'offre,"['1\u202f000 - 2\u202f000 € / mois', '', 'Télétravail occasionnel', '', '1 an', 'Bac +3, Bac +4', 'Bac +5', 'Média • Internet • Communication', 'Secteur informatique • ESN', 'Exp. 1 à 7 ans', 'Paris - 75', 'Alternance']","Notre école recherche activement pour le compte de l'un de ses clients un grand groupe, plusieurs Data Engineer et Data Analyst (H/F) en alternance pour une durée de 15 ou 24 mois dans le but de suivre en parallèle une formation en Master DATA Engineer dans notre école
Attention : Partenariat exclusif avec notre école
Missions :
- Effectuer l'intégration et la construction des offres Data & IA ;
- Accompagner l'équipe dans la construction, la structuration et l'intégration des offres Data & IA ;
- Automatiser et industrialiser des solutions ;
- Intégrer les offres de solutions de monitoring, alerting, restriction de droits ;
- Effectuer la veille technologique autour de la Data, l'IA, POC, tests de performances et comparaisons de solutions.","Profil recherché
Vous êtes diplômé(e) d'un Bac +3 à Bac +5, vous disposez d'une expérience sur un poste similaire.
Vous avez des compétences en :
- Python (écosystème Data Science et Machine Learning), Scala ou Java
- Bases de données relationnelles et SQL
- Un domaine d'application de méthodes statistiques et ML
- Linux
- Git, Docker, Web development (APIs)
- Vous avez l'habitude d'utiliser github
- Vous êtes rigoureux, impliqué et vous avez un bon relationnel
Si vous êtes compétente(e) et motivé(e) et vous souhaitez intégrer une école afin de préparer un titre RNCP niveau 7 en Data et que vous ayez du mal à trouver votre alternance, n'hésitez pas à candidater. Nous vous assurerons le meilleur suivi et accompagnement possible",
Alternance - Data Analyst H/F,63444330,Alternance,🏡 Télétravail partiel,"486,49 - 1 801,80 € / mois",Crédit Agricole Assurances,Paris 15e - 75,il y a 18 jours,https://www.hellowork.com/fr-fr/emplois/63444330.html,Résumé de l'offre,"['486,49 - 1\u202f801,80 € / mois', '', 'Télétravail partiel', 'Bac +3, Bac +4', 'Bac +5', 'Banque • Assurance • Finance', 'Paris 15e - 75', 'Alternance']","Leader de l'assurance vie en France, nous travaillons au service de nos clients et de la société.
Vous rejoindrez plus précisément la Business Unit Epargne et Retraite Individuelle (ERI) dont la mission est de concevoir, fabriquer
et gérer des produits d'assurances qui répondent aux besoins de nos clients en Epargne, Retraite, Protection et Transmission.
Le Pilotage Commercial & Animation a à coeur d'utiliser les meilleurs pratiques du traitement de la données et de la visualisation, au service de notre Business Unit Epargne Retraite Individuelle et de nos banques partenaires, les Caisses Régionales du Crédit Agricole et LCL.
Concrètement, de quoi s'agit-il sur le terrain ?
Dans le cadre de votre alternance, vous optimisez, industrialisez et communiquez sur les données Assurance-vie et Retraite pour le leader de l'assurance-vie en France, ainsi que pour les Caisses Régionales du Crédit Agricole, et LCL.
- Identifier, extraire, structurer les données assurance-vie et retraite du SI-Décisionnel de l'entreprise
- Produire des éléments de reporting et d'analyse statistiques récurrents aux équipes internes et à nos partenaires bancaires
- Réaliser des ciblages, des listing et des analyses spécifiques
- Proposer des nouveaux axes d'analyse, de nouveaux indicateurs pour faire évoluer nos productions
- Créer les liens d'échanges et de succès avec les équipes du Marketing, du Commercial, et de nos banques partenaires
- Participer aux travaux d'amélioration continue de la production de l'équipe, de la qualité et de la sécurisation des données.
Vous serez intégré et accompagné par l'équipe sur des sujets précis et évolutifs pour progresser techniquement et professionnellement dans notre environnement d'entreprise.
Vous ferez partie intégrante de nos sujets et projet innovant comme la bascule de notre SI-Décisionnel et notre patrimoine de production vers un Lakehouse (SQL, SAS, Python, Data iku, Big Query)
Votre tuteur accompagnera votre intégration et votre montée en compétences.
Vos avantages
Des opportunités professionnelles au sein de nos entités Assurances et du groupe Crédit Agricole, une rémunération attractive, un accord de télétravail, une complémentaire santé de qualité, un forfait mobilité durable de 600 à 700 Euros, un accompagnement RH, et plus encore à découvrir !
Les principes de protection de l'environnement et de responsabilité sociétale sont intégrés au coeur de nos activités.
Le process de recrutement
1. Un entretien avec le manager ou le tuteur.
2. Un entretien en visio avec un interlocuteur RH.","Critères de candidature
:
Cadre / Non Cadre : Non cadre
Niveau d'étude minimum : Bac +5 / M2 et plus
Formation / Spécialisation :
Vous avez eu un parcours avec une licence et/ou BUT mathématique et statistique.
Vous entrez en Master mathématiques et Statistique ou Ingénieur Mathématique-Informatique et recherchez une alternance de 2 à 3 ans.Une première expérience (stage) en entreprise dans l'environnement du traitement de la donnée avec le langage SQL sera un plus.
Niveau d'expérience minimum : 0 - 2 ans
Soft skills :
Compétences comportementales recherchées :
- Avoir le sens du résultat
- Communiquer avec aisance à l'oral
- Interagir facilement avec les autres
- Organiser et réaliser son travail avec rigueur, autonomie et toute la discrétion nécessaire
- Travailler en équipe
Outils informatiques :
Vous avez une appétence pour les langages et outils :
- SQL
- SAS
- Python
- Excel / VBA
- Data iku
- Power Bi
- QlikView",205.0
Data Analyst Pricing Senior H/F,64972260,CDI,🏡 Télétravail partiel,,Ekkiden,Paris 3e - 75,il y a 11 jours,https://www.hellowork.com/fr-fr/emplois/64972260.html,Résumé de l'offre,"['', 'Télétravail partiel', 'Bac +5', 'Secteur informatique • ESN', 'Paris 3e - 75', 'CDI']",,,
Alternance Data Analyst - Paris H/F,64221676,Alternance,,"486,49 - 1 801,80 € / mois",ISCOD,Paris 1er - 75,il y a 1 jour,https://www.hellowork.com/fr-fr/emplois/64221676.html,Résumé de l'offre,"['486,49 - 1\u202f801,80 € / mois', 'Bac +5', 'Enseignement • Formation', 'Paris 1er - 75', 'Alternance']","Choisissez l'alternance nouvelle génération avec l'ISCOD !
Missions :
- Participer à la gestion opérationnelle des campagnes CRM : rédaction des briefs, coordination des contenus et suivi des plannings
- Assurer le reporting des campagnes en cours et finalisées
- Analyser les performances pour identifier des leviers d'optimisation
- Réaliser une veille concurrentielle sur les pratiques CRM du marché
Profil :
Compétences attendues :
- Intérêt marqué pour le marketing relationnel et l'expérience client
- Bon sens de l'organisation et rigueur dans le suivi des actions
- Capacité à analyser des données et à en tirer des enseignements clairs
- La connaissance de HTML est un plus apprécié
Qualités personnelles :
- Esprit d'équipe et sens du collectif
- Curiosité et volonté d'apprendre
- Efficacité, rigueur et exemplarité
- Sens du respect, de l'engagement et du fair-play
Pourquoi Rejoindre l'ISCOD ?
Études financées : Formation prise en charge à 100% par l'entreprise.
Rémunération : Selon votre niveau d'études et votre âge.
Environnement de travail stimulant : Intégrez une équipe dynamique qui valorise l'agilité et l'innovation.
Développement professionnel : Bénéficiez d'un parcours d'intégration complet, d'accompagnements personnalisés et d'opportunités de formations continues.
Vous êtes intéressé(e) par cette offre d'emploi en alternance ?
Postulez dès maintenant et rejoignez nous !",,205.0
Data Analyst IT H/F,64504606,CDI,🏡 Télétravail partiel,,BPCE Solutions informatiques,Paris - 75,il y a 24 jours,https://www.hellowork.com/fr-fr/emplois/64504606.html,Résumé de l'offre,"['', 'Télétravail partiel', 'Bac +5', 'Banque • Assurance • Finance', 'Paris - 75', 'CDI']","Entreprise humaine et engagée, notre politique de Responsabilité sociale de l'entreprise porte des sujets clés comme la mixité, la diversité, le handicap, la qualité de vie au travail et le développement durable.
Plus de 80 métiers sont présents au sein de BPCE SI et plus de 50 technologies et langages de développement sont utilisés dans nos solutions bancaires !
Passionné(e) par l'informatique et envie de nouveaux challenges ? Rejoignez nos équipes d'experts et intervenez sur nos projets innovants en utilisant les dernières tendances technologiques (IA générative, Low Code / No Code, Cloud, DEVOPS).
Alors, pour booster votre carrière et profiter de la diversité des terrains de jeux que proposent BPCE Solutions informatiques et le Groupe BPCE, rejoignez-nous !
Poste et missions
Data Analyst IT Usages Retail Equinoxe
Au sein du Domaine Usages Data, le produit Data Usages Retail Equinoxe instruit et réalise l'ensemble des besoins Data sur le SI Décisionnel de tous les métiers du groupe BPCE et des Banques Populaires (hors Risques et Finance).
Vos missions :
- Analyse de données : Identifier, extraire et analyser les données pour accompagner les équipes métiers dans leurs projets liés à la data.
- Recueil des besoins : Collaborer avec les métiers et les banques pour recueillir les besoins fonctionnels et évaluer leur faisabilité.
- Spécifications fonctionnelles : Rédiger les spécifications fonctionnelles en fonction des besoins identifiés.
- Organisation des tests : Planifier et coordonner les phases de recette, accompagner les banques durant les tests, et assurer le reporting auprès des parties prenantes (Product Owner, Business Owner, Scrum Master).
- Maintenance et incidents : Participer à la maintenance des systèmes et aider à la résolution des incidents en mode produit.
- Support d'expertise : Fournir un soutien pour des demandes d'expertises ponctuelles.
Profil et compétences requises
L'état d'esprit de l'équipe ? Ensemble, mais avec autonomie ! Nous croyons en l'action tournée vers l'entreprise et nos clients, à l'efficacité, à l'initiative et à l'innovation !
Votre profil ? Vous êtes un(e) professionnel(le) aguerri(e), titulaire d'un Bac +5 en école d'ingénieur ou dans un cursus universitaire (data, statistiques, etc.). Voici ce qui compte vraiment :
- Expérience technique : Vous avez plusieurs années d'expérience dans un poste similaire, et cela se voit !
- Maîtrise des outils de reporting : Vous êtes à l'aise avec des outils comme PowerBI et vous aimez donner vie aux données par votre communication orale et écrite.
- Compétences en SQL : Vous avez une excellente maîtrise du langage SQL, vous permettant d'extraire et de manipuler les données avec aisance.
- Expertise informatique : Vous avez une solide compréhension du monde informatique, accompagnée d'un sens aigu de l'exigence.
- Autonomie et esprit d'équipe : Vous savez travailler de manière autonome tout en cultivant un véritable esprit d'équipe.
- Enthousiasme et dynamisme : Votre énergie et votre envie de rejoindre une équipe jeune et dynamique sont contagieuses !
- Connaissance du secteur bancaire : Un atout supplémentaire qui fera la différence.
Informations complémentaires sur le poste
Organisation du temps de travail : Poste en forfait jours.
Notre processus de recrutement :
Notre processus de recrutement se déroule en 3 phases :
- Un échange téléphonique avec nos équipes RH afin de comprendre votre projet professionnel
- Un échange en visio ou sur site avec nos équipes RH pour faire plus ample connaissance et présenter nos projets
- Un échange en visio ou sur site avec le/la futur/e manager et éventuellement votre future équipe
Nos avantages ?
BPCE SI, c'est un cadre de travail agréable avec un accompagnement de proximité, des formations, de multiples évolutions possibles au sein du groupe.
Un package de rémunération attrayant comprenant une part variable sur objectif individuel et une prime d'intéressement.
80 % de prise en charge des frais de transports en commun !
Environ 9 semaines de congés annuels (congés et RTT)
Télétravail hybride ! 30 jours de télétravail par trimestre et flexibilité des horaires
Une politique familiale, des aides et une flexibilité pour les collaborateurs aidants, les parents et futurs parents.
Accès à un Plan Epargne Entreprise avec abondement ! Et un très bon niveau de protection sociale.
Un CSE actif ! Des locaux attractifs et des comités d'animations par site
Et bien plus encore !  Nous pourrons en discuter en entretien !
A bientôt !
L'équipe RH",,
Stage Data Analyst Achats H/F,64620801,Stage,,,Colas,Paris 15e - 75,il y a 19 jours,https://www.hellowork.com/fr-fr/emplois/64620801.html,Résumé de l'offre,"['Bac +5', 'BTP', 'Paris 15e - 75', 'Stage']",,,
